,siteID,measurementType,storageType,year,month,day,magnification,n,order,phylum,genus,spp,url,idNum
463,7,sus1c,f,2014,7,17,20x,2,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_20x_3_01.bmp,3
464,7,sus1c,f,2014,7,17,20x,4,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_20x_6_01.bmp,6
465,7,sus1c,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_20x_2_02.bmp,2
466,7,sus1c,f,2014,7,17,20x,2,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_20x_3_02.bmp,3
467,7,sus1c,f,2014,7,17,20x,2,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_20x_4_02.bmp,4
468,7,sus1c,f,2014,7,17,20x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_20x_6_02.bmp,6
469,7,sus1c,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_20x_2_03.bmp,2
470,7,sus1c,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_20x_3_03.bmp,3
471,7,sus1c,f,2014,7,17,20x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_20x_6_03.bmp,6
472,7,sus1c,f,2014,7,17,20x,2,Heliozoea,Sacrodina,null,Heliozoans,/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_20x_8_03.bmp,8
473,7,sus1c,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_20x_3_04.bmp,3
474,7,sus1c,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_20x_3_05.bmp,3
475,7,sus1c,f,2014,7,17,20x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_20x_6_05.bmp,6
476,7,sus1c,f,2014,7,17,20x,2,Heliozoea,Sacrodina,null,Heliozoans,/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_20x_8_05.bmp,8
477,7,sus1c,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_20x_2_06.bmp,2
478,7,sus1c,f,2014,7,17,20x,2,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_20x_6_07.bmp,6
479,7,sus1c,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_20x_3_08.bmp,3
480,7,sus1c,f,2014,7,17,20x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_20x_6_08.bmp,6
481,7,sus1c,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_20x_3_09.bmp,3
482,7,sus1c,f,2014,7,17,20x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_20x_6_09.bmp,6
483,7,sus1c,f,2014,7,17,40x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_40x_6_00.bmp,6
484,7,sus1c,f,2014,7,17,40x,2,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_40x_3_01.bmp,3
485,7,sus1c,f,2014,7,17,40x,1,Heliozoea,Sacrodina,null,Heliozoans,/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_40x_8_01.bmp,8
486,7,sus1c,f,2014,7,17,40x,2,Heliozoea,Sacrodina,null,Heliozoans,/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_40x_8_02.bmp,8
487,7,sus1c,f,2014,7,17,40x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_40x_6_03.bmp,6
488,7,sus1c,f,2014,7,17,40x,1,Heliozoea,Sacrodina,null,Heliozoans,/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_40x_8_03.bmp,8
489,7,sus1c,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_40x_3_04.bmp,3
490,7,sus1c,f,2014,7,17,40x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_40x_6_04.bmp,6
491,7,sus1c,f,2014,7,17,40x,1,Heliozoea,Sacrodina,null,Heliozoans,/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_40x_8_04.bmp,8
492,7,sus1c,f,2014,7,17,40x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_40x_6_05.bmp,6
493,7,sus1c,f,2014,7,17,40x,1,Heliozoea,Sacrodina,null,Heliozoans,/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_40x_8_05.bmp,8
494,7,sus1c,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_40x_3_06.bmp,3
495,7,sus1c,f,2014,7,17,40x,2,Heliozoea,Sacrodina,null,Heliozoans,/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_40x_8_06.bmp,8
496,7,sus1c,f,2014,7,17,40x,2,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_40x_3_07.bmp,3
497,7,sus1c,f,2014,7,17,40x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_40x_6_07.bmp,6
498,7,sus1c,f,2014,7,17,40x,1,Heliozoea,Sacrodina,null,Heliozoans,/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_40x_8_07.bmp,8
499,7,sus1c,f,2014,7,17,40x,1,Heliozoea,Sacrodina,null,Heliozoans,/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_40x_8_08.bmp,8
500,7,sus1c,f,2014,7,17,40x,2,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_40x_3_09.bmp,3
501,7,sus1c,f,2014,7,17,40x,1,Heliozoea,Sacrodina,null,Heliozoans,/Users/maxcaplow/Desktop/images/7_sus1c_2014_7_17_40x_8_09.bmp,8
